title,authors,paper_link,supplementary_link,arxiv_link
In2SET: Intra-Inter Similarity Exploiting Transformer for Dual-Camera Compressive Hyperspectral Imaging,"Xin Wang,



Lizhi Wang,



Xiangtian Ma,



Maoqing Zhang,



Lin Zhu,



Hua Huang",,,
Dual Prototype Attention for Unsupervised Video Object Segmentation,"Suhwan Cho,



Minhyeok Lee,



Seunghoon Lee,



Dogyoon Lee,



Heeseung Choi,



Ig-Jae Kim,



Sangyoun Lee",,,
Look-Up Table Compression for Efficient Image Restoration,"Yinglong Li,



Jiacheng Li,



Zhiwei Xiong",,,
TextNeRF: A Novel Scene-Text Image Synthesis Method based on Neural Radiance Fields,"Jialei Cui,



Jianwei Du,



Wenzhuo Liu,



Zhouhui Lian",,,
Dr.Hair: Reconstructing Scalp-Connected Hair Strands without Pre-Training via Differentiable Rendering of Line Segments,"Yusuke Takimoto,



Hikari Takehara,



Hiroyuki Sato,



Zihao Zhu,



Bo Zheng",,,
Improving Training Efficiency of Diffusion Models via Multi-Stage Framework and Tailored Multi-Decoder Architecture,"Huijie Zhang,



Yifu Lu,



Ismail Alkhouri,



Saiprasad Ravishankar,



Dogyoon Song,



Qing Qu",,,
In-Context Matting,"He Guo,



Zixuan Ye,



Zhiguo Cao,



Hao Lu",,,
Navigate Beyond Shortcuts: Debiased Learning Through the Lens of Neural Collapse,"Yining Wang,



Junjie Sun,



Chenyue Wang,



Mi Zhang,



Min Yang",,,
DiVa-360: The Dynamic Visual Dataset for Immersive Neural Fields,"Cheng-You Lu,



Peisen Zhou,



Angela Xing,



Chandradeep Pokhariya,



Arnab Dey,



Ishaan Nikhil Shah,



Rugved Mavidipalli,



Dylan Hu,



Andrew I. Comport,



Kefan Chen,



Srinath Sridhar",,,
A Subspace-Constrained Tyler's Estimator and its Applications to Structure from Motion,"Feng Yu,



Teng Zhang,



Gilad Lerman",,,
FSC: Few-point Shape Completion,"Xianzu Wu,



Xianfeng Wu,



Tianyu Luan,



Yajing Bai,



Zhongyuan Lai,



Junsong Yuan",,,
CAD: Photorealistic 3D Generation via Adversarial Distillation,"Ziyu Wan,



Despoina Paschalidou,



Ian Huang,



Hongyu Liu,



Bokui Shen,



Xiaoyu Xiang,



Jing Liao,



Leonidas Guibas",,,
Enhancing Vision-Language Pre-training with Rich Supervisions,"Yuan Gao,



Kunyu Shi,



Pengkai Zhu,



Edouard Belval,



Oren Nuriel,



Srikar Appalaraju,



Shabnam Ghadar,



Zhuowen Tu,



Vijay Mahadevan,



Stefano Soatto",,,
T-VSL: Text-Guided Visual Sound Source Localization in Mixtures,"Tanvir Mahmud,



Yapeng Tian,



Diana Marculescu",,,
DemoCaricature: Democratising Caricature Generation with a Rough Sketch,"Dar-Yen Chen,



Ayan Kumar Bhunia,



Subhadeep Koley,



Aneeshan Sain,



Pinaki Nath Chowdhury,



Yi-Zhe Song",,,
CapHuman: Capture Your Moments in Parallel Universes,"Chao Liang,



Fan Ma,



Linchao Zhu,



Yingying Deng,



Yi Yang",,,
SDPose: Tokenized Pose Estimation via Circulation-Guide Self-Distillation,"Sichen Chen,



Yingyi Zhang,



Siming Huang,



Ran Yi,



Ke Fan,



Ruixin Zhang,



Peixian Chen,



Jun Wang,



Shouhong Ding,



Lizhuang Ma",,,
Authentic Hand Avatar from a Phone Scan via Universal Hand Model,"Gyeongsik Moon,



Weipeng Xu,



Rohan Joshi,



Chenglei Wu,



Takaaki Shiratori",,,
VCoder: Versatile Vision Encoders for Multimodal Large Language Models,"Jitesh Jain,



Jianwei Yang,



Humphrey Shi",,,
Event-based Visible and Infrared Fusion via Multi-task Collaboration,"Mengyue Geng,



Lin Zhu,



Lizhi Wang,



Wei Zhang,



Ruiqin Xiong,



Yonghong Tian",,,
Open-World Semantic Segmentation Including Class Similarity,"Matteo Sodano,



Federico Magistri,



Lucas Nunes,



Jens Behley,



Cyrill Stachniss",,,
RegionPLC: Regional Point-Language Contrastive Learning for Open-World 3D Scene Understanding,"Jihan Yang,



Runyu Ding,



Weipeng Deng,



Zhe Wang,



Xiaojuan Qi",,,
Adaptive VIO: Deep Visual-Inertial Odometry with Online Continual Learning,"Youqi Pan,



Wugen Zhou,



Yingdian Cao,



Hongbin Zha",,,
Towards Memorization-Free Diffusion Models,"Chen Chen,



Daochang Liu,



Chang Xu",,,
Generalized Large-Scale Data Condensation via Various Backbone and Statistical Matching,"Shitong Shao,



Zeyuan Yin,



Muxin Zhou,



Xindong Zhang,



Zhiqiang Shen",,,
Three Pillars Improving Vision Foundation Model Distillation for Lidar,"Gilles Puy,



Spyros Gidaris,



Alexandre Boulch,



Oriane Siméoni,



Corentin Sautier,



Patrick Pérez,



Andrei Bursuc,



Renaud Marlet",,,
On Train-Test Class Overlap and Detection for Image Retrieval,"Chull Hwan Song,



Jooyoung Yoon,



Taebaek Hwang,



Shunghyun Choi,



Yeong Hyeon Gu,



Yannis Avrithis",,,
AttriHuman-3D: Editable 3D Human Avatar Generation with Attribute Decomposition and Indexing,"Fan Yang,



Tianyi Chen,



Xiaosheng He,



Zhongang Cai,



Lei Yang,



Si Wu,



Guosheng Lin",,,
IQ-VFI: Implicit Quadratic Motion Estimation for Video Frame Interpolation,"Mengshun Hu,



Kui Jiang,



Zhihang Zhong,



Zheng Wang,



Yinqiang Zheng",,,
KeyPoint Relative Position Encoding for Face Recognition,"Minchul Kim,



Yiyang Su,



Feng Liu,



Anil Jain,



Xiaoming Liu",,,
Hyper-MD: Mesh Denoising with Customized Parameters Aware of Noise Intensity and Geometric Characteristics,"Xingtao Wang,



Hongliang Wei,



Xiaopeng Fan,



Debin Zhao",,,
Learning Object State Changes in Videos: An Open-World Perspective,"Zihui Xue,



Kumar Ashutosh,



Kristen Grauman",,,
Beyond First-Order Tweedie: Solving Inverse Problems using Latent Diffusion,"Litu Rout,



Yujia Chen,



Abhishek Kumar,



Constantine Caramanis,



Sanjay Shakkottai,



Wen-Sheng Chu",,,
Rethinking the Objectives of Vector-Quantized Tokenizers for Image Synthesis,"Yuchao Gu,



Xintao Wang,



Yixiao Ge,



Ying Shan,



Mike Zheng Shou",,,
ShapeWalk: Compositional Shape Editing Through Language-Guided Chains,"Habib Slim,



Mohamed Elhoseiny",,,
MESA: Matching Everything by Segmenting Anything,"Yesheng Zhang,



Xu Zhao",,,
Learning Degradation-Independent Representations for Camera ISP Pipelines,"Yanhui Guo,



Fangzhou Luo,



Xiaolin Wu",,,
SCoFT: Self-Contrastive Fine-Tuning for Equitable Image Generation,"Zhixuan Liu,



Peter Schaldenbrand,



Beverley-Claire Okogwu,



Wenxuan Peng,



Youngsik Yun,



Andrew Hundt,



Jihie Kim,



Jean Oh",,,
Continuous Pose for Monocular Cameras in Neural Implicit Representation,"Qi Ma,



Danda Pani Paudel,



Ajad Chhatkuli,



Luc Van Gool",,,
OmniGlue: Generalizable Feature Matching with Foundation Model Guidance,"Hanwen Jiang,



Arjun Karpur,



Bingyi Cao,



Qixing Huang,



André Araujo",,,
D^4: Dataset Distillation via Disentangled Diffusion Model,"Duo Su,



Junjie Hou,



Weizhi Gao,



Yingjie Tian,



Bowen Tang",,,
OmniSDF: Scene Reconstruction using Omnidirectional Signed Distance Functions and Adaptive Binoctrees,"Hakyeong Kim,



Andreas Meuleman,



Hyeonjoong Jang,



James Tompkin,



Min H. Kim",,,
Generating Content for HDR Deghosting from Frequency View,"Tao Hu,



Qingsen Yan,



Yuankai Qi,



Yanning Zhang",,,
Iterated Learning Improves Compositionality in Large Vision-Language Models,"Chenhao Zheng,



Jieyu Zhang,



Aniruddha Kembhavi,



Ranjay Krishna",,,
Event Stream-based Visual Object Tracking: A High-Resolution Benchmark Dataset and A Novel Baseline,"Xiao Wang,



Shiao Wang,



Chuanming Tang,



Lin Zhu,



Bo Jiang,



Yonghong Tian,



Jin Tang",,,
LiDAR-Net: A Real-scanned 3D Point Cloud Dataset for Indoor Scenes,"Yanwen Guo,



Yuanqi Li,



Dayong Ren,



Xiaohong Zhang,



Jiawei Li,



Liang Pu,



Changfeng Ma,



Xiaoyu Zhan,



Jie Guo,



Mingqiang Wei,



Yan Zhang,



Piaopiao Yu,



Shuangyu Yang,



Donghao Ji,



Huisheng Ye,



Hao Sun,



Yansong Liu,



Yinuo Chen,



Jiaqi Zhu,



Hongyu Liu",,,
Dual DETRs for Multi-Label Temporal Action Detection,"Yuhan Zhu,



Guozhen Zhang,



Jing Tan,



Gangshan Wu,



Limin Wang",,,
Rich Human Feedback for Text-to-Image Generation,"Youwei Liang,



Junfeng He,



Gang Li,



Peizhao Li,



Arseniy Klimovskiy,



Nicholas Carolan,



Jiao Sun,



Jordi Pont-Tuset,



Sarah Young,



Feng Yang,



Junjie Ke,



Krishnamurthy Dj Dvijotham,



Katherine M. Collins,



Yiwen Luo,



Yang Li,



Kai J Kohlhoff,



Deepak Ramachandran,



Vidhya Navalpakkam",,,
360DVD: Controllable Panorama Video Generation with 360-Degree Video Diffusion Model,"Qian Wang,



Weiqi Li,



Chong Mou,



Xinhua Cheng,



Jian Zhang",,,
Map-Relative Pose Regression for Visual Re-Localization,"Shuai Chen,



Tommaso Cavallari,



Victor Adrian Prisacariu,



Eric Brachmann",,,
Implicit Event-RGBD Neural SLAM,"Delin Qu,



Chi Yan,



Dong Wang,



Jie Yin,



Qizhi Chen,



Dan Xu,



Yiting Zhang,



Bin Zhao,



Xuelong Li",,,
Virtual Immunohistochemistry Staining for Histological Images Assisted by Weakly-supervised Learning,"Jiahan Li,



Jiuyang Dong,



Shenjin Huang,



Xi Li,



Junjun Jiang,



Xiaopeng Fan,



Yongbing Zhang",,,
DeCoTR: Enhancing Depth Completion with 2D and 3D Attentions,"Yunxiao Shi,



Manish Kumar Singh,



Hong Cai,



Fatih Porikli",,,
Utility-Fairness Trade-Offs and How to Find Them,"Sepehr Dehdashtian,



Bashir Sadeghi,



Vishnu Naresh Boddeti",,,
Domain-Specific Block Selection and Paired-View Pseudo-Labeling for Online Test-Time Adaptation,"Yeonguk Yu,



Sungho Shin,



Seunghyeok Back,



Mihwan Ko,



Sangjun Noh,



Kyoobin Lee",,,
Aerial Lifting: Neural Urban Semantic and Building Instance Lifting from Aerial Imagery,"Yuqi Zhang,



Guanying Chen,



Jiaxing Chen,



Shuguang Cui",,,
SAOR: Single-View Articulated Object Reconstruction,"Mehmet Aygun,



Oisin Mac Aodha",,,
A Theory of Joint Light and Heat Transport for Lambertian Scenes,"Mani Ramanagopal,



Sriram Narayanan,



Aswin C. Sankaranarayanan,



Srinivasa G. Narasimhan",,,
iKUN: Speak to Trackers without Retraining,"Yunhao Du,



Cheng Lei,



Zhicheng Zhao,



Fei Su",,,
RankMatch: Exploring the Better Consistency Regularization for Semi-supervised Semantic Segmentation,"Huayu Mai,



Rui Sun,



Tianzhu Zhang,



Feng Wu",,,
Facial Identity Anonymization via Intrinsic and Extrinsic Attention Distraction,"Zhenzhong Kuang,



Xiaochen Yang,



Yingjie Shen,



Chao Hu,



Jun Yu",,,
3D-SceneDreamer: Text-Driven 3D-Consistent Scene Generation,"Songchun Zhang,



Yibo Zhang,



Quan Zheng,



Rui Ma,



Wei Hua,



Hujun Bao,



Weiwei Xu,



Changqing Zou",,,
VMINer: Versatile Multi-view Inverse Rendering with Near- and Far-field Light Sources,"Fan Fei,



Jiajun Tang,



Ping Tan,



Boxin Shi",,,
RoHM: Robust Human Motion Reconstruction via Diffusion,"Siwei Zhang,



Bharat Lal Bhatnagar,



Yuanlu Xu,



Alexander Winkler,



Petr Kadlecek,



Siyu Tang,



Federica Bogo",,,
Do You Remember? Dense Video Captioning with Cross-Modal Memory Retrieval,"Minkuk Kim,



Hyeon Bae Kim,



Jinyoung Moon,



Jinwoo Choi,



Seong Tae Kim",,,
DuPL: Dual Student with Trustworthy Progressive Learning for Robust Weakly Supervised Semantic Segmentation,"Yuanchen Wu,



Xichen Ye,



Kequan Yang,



Jide Li,



Xiaoqiang Li",,,
Learning with Structural Labels for Learning with Noisy Labels,"Noo-ri Kim,



Jin-Seop Lee,



Jee-Hyong Lee",,,
SurMo: Surface-based 4D Motion Modeling for Dynamic Human Rendering,"Tao Hu,



Fangzhou Hong,



Ziwei Liu",,,
SPAD: Spatially Aware Multi-View Diffusers,"Yash Kant,



Aliaksandr Siarohin,



Ziyi Wu,



Michael Vasilkovsky,



Guocheng Qian,



Jian Ren,



Riza Alp Guler,



Bernard Ghanem,



Sergey Tulyakov,



Igor Gilitschenski",,,
Gradient Reweighting: Towards Imbalanced Class-Incremental Learning,Jiangpeng He,,,
Hierarchical Spatio-temporal Decoupling for Text-to-Video Generation,"Zhiwu Qing,



Shiwei Zhang,



Jiayu Wang,



Xiang Wang,



Yujie Wei,



Yingya Zhang,



Changxin Gao,



Nong Sang",,,
PLACE: Adaptive Layout-Semantic Fusion for Semantic Image Synthesis,"Zhengyao Lv,



Yuxiang Wei,



Wangmeng Zuo,



Kwan-Yee K. Wong",,,
Exploring Efficient Asymmetric Blind-Spots for Self-Supervised Denoising in Real-World Scenarios,"Shiyan Chen,



Jiyuan Zhang,



Zhaofei Yu,



Tiejun Huang",,,
Gaussian Splatting SLAM,"Hidenobu Matsuki,



Riku Murai,



Paul H.J. Kelly,



Andrew J. Davison",,,
Not All Classes Stand on Same Embeddings: Calibrating a Semantic Distance with Metric Tensor,"Jae Hyeon Park,



Gyoomin Lee,



Seunggi Park,



Sung In Cho",,,
A Simple Recipe for Contrastively Pre-training Video-First Encoders Beyond 16 Frames,"Pinelopi Papalampidi,



Skanda Koppula,



Shreya Pathak,



Justin Chiu,



Joe Heyward,



Viorica Patraucean,



Jiajun Shen,



Antoine Miech,



Andrew Zisserman,



Aida Nematzdeh",,,
DeMatch: Deep Decomposition of Motion Field for Two-View Correspondence Learning,"Shihua Zhang,



Zizhuo Li,



Yuan Gao,



Jiayi Ma",,,
Hierarchical Diffusion Policy for Kinematics-Aware Multi-Task Robotic Manipulation,"Xiao Ma,



Sumit Patidar,



Iain Haughton,



Stephen James",,,
Efficient Multi-scale Network with Learnable Discrete Wavelet Transform for Blind Motion Deblurring,"Xin Gao,



Tianheng Qiu,



Xinyu Zhang,



Hanlin Bai,



Kang Liu,



Xuan Huang,



Hu Wei,



Guoying Zhang,



Huaping Liu",,,
MaskPLAN: Masked Generative Layout Planning from Partial Input,"Hang Zhang,



Anton Savov,



Benjamin Dillenburger",,,
Benchmarking the Robustness of Temporal Action Detection Models Against Temporal Corruptions,"Runhao Zeng,



Xiaoyong Chen,



Jiaming Liang,



Huisi Wu,



Guangzhong Cao,



Yong Guo",,,
Open-World Human-Object Interaction Detection via Multi-modal Prompts,"Jie Yang,



Bingliang Li,



Ailing Zeng,



Lei Zhang,



Ruimao Zhang",,,
HMD-Poser: On-Device Real-time Human Motion Tracking from Scalable Sparse Observations,"Peng Dai,



Yang Zhang,



Tao Liu,



Zhen Fan,



Tianyuan Du,



Zhuo Su,



Xiaozheng Zheng,



Zeming Li",,,
UniMODE: Unified Monocular 3D Object Detection,"Zhuoling Li,



Xiaogang Xu,



SerNam Lim,



Hengshuang Zhao",,,
Sherpa3D: Boosting High-Fidelity Text-to-3D Generation via Coarse 3D Prior,"Fangfu Liu,



Diankun Wu,



Yi Wei,



Yongming Rao,



Yueqi Duan",,,
Flexible Biometrics Recognition: Bridging the Multimodality Gap through Attention Alignment and Prompt Tuning,"Leslie Ching Ow Tiong,



Dick Sigmund,



Chen-Hui Chan,



Andrew Beng Jin Teoh",,,
Multi-agent Collaborative Perception via Motion-aware Robust Communication Network,"Shixin Hong,



Yu Liu,



Zhi Li,



Shaohui Li,



You He",,,
The Manga Whisperer: Automatically Generating Transcriptions for Comics,"Ragav Sachdeva,



Andrew Zisserman",,,
Exploring Region-Word Alignment in Built-in Detector for Open-Vocabulary Object Detection,"Heng Zhang,



Qiuyu Zhao,



Linyu Zheng,



Hao Zeng,



Zhiwei Ge,



Tianhao Li,



Sulong Xu",,,
MovieChat: From Dense Token to Sparse Memory for Long Video Understanding,"Enxin Song,



Wenhao Chai,



Guanhong Wang,



Yucheng Zhang,



Haoyang Zhou,



Feiyang Wu,



Haozhe Chi,



Xun Guo,



Tian Ye,



Yanting Zhang,



Yan Lu,



Jenq-Neng Hwang,



Gaoang Wang",,,
Comparing the Decision-Making Mechanisms by Transformers and CNNs via Explanation Methods,"Mingqi Jiang,



Saeed Khorram,



Li Fuxin",,,
A Unified Diffusion Framework for Scene-aware Human Motion Estimation from Sparse Signals,"Jiangnan Tang,



Jingya Wang,



Kaiyang Ji,



Lan Xu,



Jingyi Yu,



Ye Shi",,,
Single Domain Generalization for Crowd Counting,"Zhuoxuan Peng,



S.-H. Gary Chan",,,
Atlantis: Enabling Underwater Depth Estimation with Stable Diffusion,"Fan Zhang,



Shaodi You,



Yu Li,



Ying Fu",,,
Matching Anything by Segmenting Anything,"Siyuan Li,



Lei Ke,



Martin Danelljan,



Luigi Piccinelli,



Mattia Segu,



Luc Van Gool,



Fisher Yu",,,
Task-Aware Encoder Control for Deep Video Compression,"Xingtong Ge,



Jixiang Luo,



Xinjie Zhang,



Tongda Xu,



Guo Lu,



Dailan He,



Jing Geng,



Yan Wang,



Jun Zhang,



Hongwei Qin",,,
Multi-scale Dynamic and Hierarchical Relationship Modeling for Facial Action Units Recognition,"Zihan Wang,



Siyang Song,



Cheng Luo,



Songhe Deng,



Weicheng Xie,



Linlin Shen",,,
Decoupled Pseudo-labeling for Semi-Supervised Monocular 3D Object Detection,"Jiacheng Zhang,



Jiaming Li,



Xiangru Lin,



Wei Zhang,



Xiao Tan,



Junyu Han,



Errui Ding,



Jingdong Wang,



Guanbin Li",,,
Temporally Consistent Unbalanced Optimal Transport for Unsupervised Action Segmentation,"Ming Xu,



Stephen Gould",,,
Learning Transferable Negative Prompts for Out-of-Distribution Detection,"Tianqi Li,



Guansong Pang,



Xiao Bai,



Wenjun Miao,



Jin Zheng",,,
Long-Tail Class Incremental Learning via Independent Sub-prototype Construction,"Xi Wang,



Xu Yang,



Jie Yin,



Kun Wei,



Cheng Deng",,,
Learning with Unreliability: Fast Few-shot Voxel Radiance Fields with Relative Geometric Consistency,"Yingjie Xu,



Bangzhen Liu,



Hao Tang,



Bailin Deng,



Shengfeng He",,,
Towards Understanding and Improving Adversarial Robustness of Vision Transformers,"Samyak Jain,



Tanima Dutta",,,
EventEgo3D: 3D Human Motion Capture from Egocentric Event Streams,"Christen Millerdurai,



Hiroyasu Akada,



Jian Wang,



Diogo Luvizon,



Christian Theobalt,



Vladislav Golyanik",,,
Holistic Features are almost Sufficient for Text-to-Video Retrieval,"Kaibin Tian,



Ruixiang Zhao,



Zijie Xin,



Bangxiang Lan,



Xirong Li",,,
A Call to Reflect on Evaluation Practices for Age Estimation: Comparative Analysis of the State-of-the-Art and a Unified Benchmark,"Jakub Paplhám,



Vojt?ch Franc",,,
CosalPure: Learning Concept from Group Images for Robust Co-Saliency Detection,"Jiayi Zhu,



Qing Guo,



Felix Juefei-Xu,



Yihao Huang,



Yang Liu,



Geguang Pu",,,
Uncertainty-aware Action Decoupling Transformer for Action Anticipation,"Hongji Guo,



Nakul Agarwal,



Shao-Yuan Lo,



Kwonjoon Lee,



Qiang Ji",,,
MRFP: Learning Generalizable Semantic Segmentation from Sim-2-Real with Multi-Resolution Feature Perturbation,"Sumanth Udupa,



Prajwal Gurunath,



Aniruddh Sikdar,



Suresh Sundaram",,,
S-DyRF: Reference-Based Stylized Radiance Fields for Dynamic Scenes,"Xingyi Li,



Zhiguo Cao,



Yizheng Wu,



Kewei Wang,



Ke Xian,



Zhe Wang,



Guosheng Lin",,,
MotionEditor: Editing Video Motion via Content-Aware Diffusion,"Shuyuan Tu,



Qi Dai,



Zhi-Qi Cheng,



Han Hu,



Xintong Han,



Zuxuan Wu,



Yu-Gang Jiang",,,
What How and When Should Object Detectors Update in Continually Changing Test Domains?,"Jayeon Yoo,



Dongkwan Lee,



Inseop Chung,



Donghyun Kim,



Nojun Kwak",,,
One-Prompt to Segment All Medical Images,"Junde Wu,



Min Xu",,,
Bayesian Exploration of Pre-trained Models for Low-shot Image Classification,"Yibo Miao,



Yu Lei,



Feng Zhou,



Zhijie Deng",,,
GROUNDHOG: Grounding Large Language Models to Holistic Segmentation,"Yichi Zhang,



Ziqiao Ma,



Xiaofeng Gao,



Suhaila Shakiah,



Qiaozi Gao,



Joyce Chai",,,
Doubly Abductive Counterfactual Inference for Text-based Image Editing,"Xue Song,



Jiequan Cui,



Hanwang Zhang,



Jingjing Chen,



Richang Hong,



Yu-Gang Jiang",,,
RoMa: Robust Dense Feature Matching,"Johan Edstedt,



Qiyu Sun,



Georg Bökman,



Mårten Wadenbäck,



Michael Felsberg",,,
Omni-SMoLA: Boosting Generalist Multimodal Models with Soft Mixture of Low-rank Experts,"Jialin Wu,



Xia Hu,



Yaqing Wang,



Bo Pang,



Radu Soricut",,,
SeMoLi: What Moves Together Belongs Together,"Jenny Seidenschwarz,



Aljosa Osep,



Francesco Ferroni,



Simon Lucey,



Laura Leal-Taixe",,,
Insights from the Use of Previously Unseen Neural Architecture Search Datasets,"Rob Geada,



David Towers,



Matthew Forshaw,



Amir Atapour-Abarghouei,



A. Stephen McGough",,,
